-5.98, 1.2910046
-5.96, 2.7357304
-5.94, 4.3678435
-5.92, 6.2312102
-5.90, 8.3092140
-5.88, 1.0597897
-5.86, 1.3212480
-5.84, 1.6234593
-5.82, 1.9558026
-5.80, 2.3159892
-5.78, 2.7321815
-5.76, 3.2191348
-5.74, 3.7472748
-5.72, 4.3104042
-5.70, 4.9687056
-5.68, 5.7482293
-5.66, 6.5821647
-5.64, 7.4567963
-5.62, 8.4914487
-5.60, 9.7312091
-5.58, 1.0942802
-5.56, 1.2389107
-5.54, 1.4137384
-5.52, 1.5963871
-5.50, 1.7824057
-5.48, 2.0072064
-5.46, 2.2820986
-5.44, 2.5654713
-5.42, 2.8491880
-5.40, 3.1963838
-5.38, 3.6258055
-5.36, 4.0626433
-5.34, 4.4925160
-5.32, 5.0253478
-5.30, 5.6918109
-5.28, 6.3609297
-5.26, 7.0079507
-5.24, 7.8204910
-5.22, 8.8481277
-5.20, 9.8665012
-5.18, 1.0833926
-5.16, 1.2249823
-5.14, 1.3639411
-5.12, 1.4941828
-5.10, 1.6616374
-5.08, 1.8774851
-5.06, 2.0866199
-5.04, 2.2791073
-5.02, 2.5300411
-5.00, 2.8569580
-4.98, 3.1697008
-4.96, 3.4522967
-4.94, 3.8259426
-4.92, 4.3178715
-4.90, 4.7825675
-4.88, 5.1947005
-4.86, 5.7475418
-4.84, 6.4829749
-4.82, 7.1690491
-4.80, 7.7661023
-4.78, 8.7561838
-4.76, 9.6712422
-4.74, 1.0456192
-4.72, 1.1536885
-4.70, 1.3000314
-4.68, 1.4336254
-4.66, 1.5460186
-4.64, 1.7031453
-4.62, 1.9180523
-4.60, 2.1118487
-4.58, 2.2717054
-4.56, 2.4987113
-4.54, 2.8122623
-4.52, 3.0915971
-4.50, 3.3174417
-4.48, 3.6433258
-4.46, 4.0978383
-4.44, 4.4978978
-4.42, 4.8148343
-4.40, 5.2797009
-4.38, 5.9342826
-4.36, 6.3411257
-4.34, 6.9453741
-4.32, 7.8022689
-4.30, 8.5409136
-4.28, 9.1051653
-4.26, 9.9575769
-4.24, 1.1177726
-4.22, 1.2217147
-4.20, 1.2994445
-4.18, 1.4189319
-4.16, 1.5915480
-4.14, 1.7368821
-4.12, 1.8432389
-4.10, 2.0096700
-4.08, 2.2522933
-4.06, 2.4542060
-4.04, 2.5987499
-4.02, 2.8290987
-4.00, 3.1679176
-3.98, 3.3490474
-3.96, 3.6417574
-3.94, 4.0751647
-3.92, 4.4286478
-3.90, 4.6719003
-3.88, 5.0725435
-3.86, 5.6709612
-3.84, 6.1534872
-3.82, 6.4779481
-3.80, 7.0228483
-3.78, 7.8437636
-3.76, 8.4982385
-3.74, 8.9280690
-3.72, 9.6644719
-3.70, 0.0001078
-3.68, 0.0001166
-3.66, 0.0001223
-3.64, 0.0001321
-3.62, 0.0001473
-3.60, 0.0001591
-3.58, 0.0001665
-3.56, 0.0001854
-3.54, 0.0002001
-3.52, 0.0002091
-3.50, 0.0002254
-3.48, 0.0002507
-3.46, 0.0002701
-3.44, 0.0002817
-3.42, 0.0003033
-3.40, 0.0003370
-3.38, 0.0003625
-3.36, 0.0003774
-3.34, 0.0004056
-3.32, 0.0004502
-3.30, 0.0004835
-3.28, 0.0005025
-3.26, 0.0005393
-3.24, 0.0005978
-3.22, 0.0006411
-3.20, 0.0006651
-3.18, 0.0007127
-3.16, 0.0007891
-3.14, 0.0008175
-3.12, 0.0008751
-3.10, 0.0009679
-3.08, 0.0010353
-3.06, 0.0010708
-3.04, 0.0011445
-3.02, 0.0012643
-3.00, 0.0013503
-2.98, 0.0013944
-2.96, 0.0014881
-2.94, 0.0016416
-2.92, 0.0017508
-2.90, 0.0018049
-2.88, 0.0019235
-2.86, 0.0021189
-2.84, 0.0022565
-2.82, 0.0023227
-2.80, 0.0024716
-2.78, 0.0027189
-2.76, 0.0027955
-2.74, 0.0029715
-2.72, 0.0032652
-2.70, 0.0034682
-2.68, 0.0035607
-2.66, 0.0037793
-2.64, 0.0041468
-2.62, 0.0043980
-2.60, 0.0045089
-2.58, 0.0047787
-2.56, 0.0052355
-2.54, 0.0055446
-2.52, 0.0056764
-2.50, 0.0060074
-2.48, 0.0065714
-2.46, 0.0069493
-2.44, 0.0071050
-2.42, 0.0075083
-2.40, 0.0082004
-2.38, 0.0086593
-2.36, 0.0088418
-2.34, 0.0096452
-2.32, 0.0101739
-2.30, 0.0103784
-2.28, 0.0109400
-2.26, 0.0119147
-2.24, 0.0125497
-2.22, 0.0127862
-2.20, 0.0134587
-2.18, 0.0146336
-2.16, 0.0153914
-2.14, 0.0156628
-2.12, 0.0164632
-2.10, 0.0178702
-2.08, 0.0187688
-2.06, 0.0190778
-2.04, 0.0200244
-2.02, 0.0216986
-2.00, 0.0227573
-1.98, 0.0231063
-1.96, 0.0250056
-1.94, 0.0261979
-1.92, 0.0265784
-1.90, 0.0278285
-1.88, 0.0300630
-1.86, 0.0314521
-1.84, 0.0318759
-1.82, 0.0333286
-1.80, 0.0359407
-1.78, 0.0375487
-1.76, 0.0380169
-1.74, 0.0396943
-1.72, 0.0427281
-1.70, 0.0445777
-1.68, 0.0450905
-1.66, 0.0470151
-1.64, 0.0505160
-1.62, 0.0526300
-1.60, 0.0531867
-1.58, 0.0553811
-1.56, 0.0593950
-1.54, 0.0599838
-1.52, 0.0623948
-1.50, 0.0668235
-1.48, 0.0694534
-1.46, 0.0700826
-1.44, 0.0728011
-1.42, 0.0778219
-1.40, 0.0807751
-1.38, 0.0814414
-1.36, 0.0844870
-1.34, 0.0901423
-1.32, 0.0934376
-1.30, 0.0941362
-1.28, 0.0975267
-1.26, 0.1038559
-1.24, 0.1075093
-1.22, 0.1082343
-1.20, 0.1119850
-1.18, 0.1190228
-1.16, 0.1197631
-1.14, 0.1237919
-1.12, 0.1313805
-1.10, 0.1356900
-1.08, 0.1364438
-1.06, 0.1408511
-1.04, 0.1491947
-1.02, 0.1538892
-1.00, 0.1546476
-0.98, 0.1594385
-0.96, 0.1685531
-0.94, 0.1736345
-0.92, 0.1743877
-0.90, 0.1795626
-0.88, 0.1894556
-0.86, 0.1949206
-0.84, 0.1956584
-0.82, 0.2012125
-0.80, 0.2118815
-0.78, 0.2177215
-0.76, 0.2184329
-0.74, 0.2296758
-0.72, 0.2357882
-0.70, 0.2364727
-0.68, 0.2426633
-0.66, 0.2546520
-0.64, 0.2611112
-0.62, 0.2617501
-0.60, 0.2682793
-0.58, 0.2809812
-0.56, 0.2877632
-0.54, 0.2883459
-0.52, 0.2951886
-0.50, 0.3085597
-0.48, 0.3156353
-0.46, 0.3161517
-0.44, 0.3232775
-0.42, 0.3372626
-0.40, 0.3445975
-0.38, 0.3450383
-0.36, 0.3524118
-0.34, 0.3669453
-0.32, 0.3673241
-0.30, 0.3748576
-0.28, 0.3897533
-0.26, 0.3974456
-0.24, 0.3977357
-0.22, 0.4054449
-0.20, 0.4207512
-0.18, 0.4285862
-0.16, 0.4287821
-0.14, 0.4366212
-0.12, 0.4522484
-0.10, 0.4601779
-0.08, 0.4602759
-0.06, 0.4681964
-0.04, 0.4840489
-0.02, 0.4920228
-0.00, 0.4920211
0.02, 0.4999732
0.04, 0.5159510
0.06, 0.5158743
0.08, 0.5238170
0.10, 0.5398216
0.12, 0.5477510
0.14, 0.5475759
0.16, 0.5554620
0.18, 0.5714124
0.20, 0.5792471
0.22, 0.5789769
0.24, 0.5867573
0.26, 0.6025517
0.28, 0.6102435
0.30, 0.6098833
0.32, 0.6175107
0.34, 0.6330502
0.36, 0.6405537
0.38, 0.6401101
0.40, 0.6475401
0.42, 0.6627309
0.44, 0.6700039
0.46, 0.6694850
0.48, 0.6843564
0.50, 0.6914314
0.52, 0.6908622
0.54, 0.6978512
0.56, 0.7122260
0.58, 0.7190074
0.60, 0.7183796
0.62, 0.7250698
0.64, 0.7388754
0.66, 0.7453339
0.68, 0.7446582
0.70, 0.7510217
0.72, 0.7641957
0.74, 0.7703075
0.76, 0.7695948
0.78, 0.7756092
0.80, 0.7880999
0.82, 0.7938466
0.84, 0.7931080
0.86, 0.8050589
0.88, 0.8105233
0.90, 0.8097724
0.92, 0.8151386
0.94, 0.8263428
0.96, 0.8314236
0.98, 0.8306653
1.00, 0.8356493
1.02, 0.8460860
1.04, 0.8507801
1.06, 0.8500244
1.08, 0.8546240
1.10, 0.8642835
1.12, 0.8685927
1.14, 0.8678486
1.16, 0.8720665
1.18, 0.8809494
1.20, 0.8848799
1.22, 0.8841556
1.24, 0.8879990
1.26, 0.8961154
1.28, 0.8954104
1.30, 0.8989800
1.32, 0.9065332
1.34, 0.9098284
1.36, 0.9091546
1.38, 0.9123713
1.40, 0.9191955
1.42, 0.9221487
1.44, 0.9215111
1.46, 0.9243913
1.48, 0.9305173
1.50, 0.9331472
1.52, 0.9325495
1.54, 0.9351121
1.56, 0.9405761
1.58, 0.9429032
1.60, 0.9423479
1.62, 0.9446136
1.64, 0.9494559
1.66, 0.9515019
1.68, 0.9509907
1.70, 0.9553950
1.72, 0.9572449
1.74, 0.9567672
1.76, 0.9585657
1.78, 0.9624252
1.80, 0.9640336
1.82, 0.9636003
1.84, 0.9651629
1.86, 0.9685233
1.88, 0.9699128
1.90, 0.9695231
1.92, 0.9708720
1.94, 0.9737791
1.96, 0.9749718
1.98, 0.9746242
2.00, 0.9757813
2.02, 0.9782802
2.04, 0.9792974
2.06, 0.9789898
2.08, 0.9812112
2.10, 0.9821103
2.12, 0.9818311
2.14, 0.9827023
2.16, 0.9845904
2.18, 0.9853487
2.20, 0.9851050
2.22, 0.9858394
2.24, 0.9874339
2.26, 0.9880694
2.28, 0.9878583
2.30, 0.9884734
2.32, 0.9898114
2.34, 0.9903406
2.36, 0.9901592
2.38, 0.9906711
2.40, 0.9917866
2.42, 0.9922244
2.44, 0.9920697
2.46, 0.9924931
2.48, 0.9928964
2.50, 0.9932805
2.52, 0.9936461
2.54, 0.9944451
2.56, 0.9947546
2.58, 0.9946395
2.60, 0.9949385
2.62, 0.9955930
2.64, 0.9958446
2.66, 0.9957484
2.68, 0.9959914
2.70, 0.9965241
2.72, 0.9967274
2.74, 0.9966475
2.76, 0.9968438
2.78, 0.9972745
2.80, 0.9974377
2.82, 0.9973719
2.84, 0.9975294
2.86, 0.9978755
2.88, 0.9980056
2.90, 0.9979518
2.92, 0.9982444
2.94, 0.9983537
2.96, 0.9983077
2.98, 0.9984132
3.00, 0.9986456
3.02, 0.9987318
3.04, 0.9986946
3.06, 0.9987778
3.08, 0.9989613
3.10, 0.9990289
3.12, 0.9989991
3.14, 0.9990642
3.16, 0.9992081
3.18, 0.9992607
3.20, 0.9992370
3.22, 0.9992877
3.24, 0.9993999
3.26, 0.9994406
3.28, 0.9994218
3.30, 0.9995145
3.32, 0.9994978
3.34, 0.9995323
3.36, 0.9995645
3.38, 0.9996359
3.40, 0.9996615
3.42, 0.9996492
3.44, 0.9996739
3.46, 0.9997286
3.48, 0.9997480
3.50, 0.9997385
3.52, 0.9997573
3.54, 0.9997989
3.56, 0.9998136
3.58, 0.9998063
3.60, 0.9998204
3.62, 0.9998519
3.64, 0.9998629
3.66, 0.9998731
3.68, 0.9998827
3.70, 0.9998778
3.72, 0.9998870
3.74, 0.9998955
3.76, 0.9999145
3.78, 0.9999211
3.80, 0.9999176
3.82, 0.9999240
3.84, 0.9999380
3.86, 0.9999429
3.88, 0.9999474
3.90, 0.9999450
3.92, 0.9999554
3.94, 0.9999589
3.96, 0.9999570
3.98, 0.9999604
4.00, 0.9999681
4.02, 0.9999706
4.04, 0.9999730
4.06, 0.9999717
4.08, 0.9999773
4.10, 0.9999761
4.12, 0.9999781
4.14, 0.9999824
4.16, 0.9999839
4.18, 0.9999831
4.20, 0.9999845
4.22, 0.9999876
4.24, 0.9999887
4.26, 0.9999881
4.28, 0.9999891
4.30, 0.9999913
4.32, 0.9999921
4.34, 0.9999916
4.36, 0.9999924
4.38, 0.9999940
4.40, 0.9999945
4.42, 0.9999950
4.44, 0.9999947
4.46, 0.9999958
4.48, 0.9999956
4.50, 0.9999960
4.52, 0.9999968
4.54, 0.9999966
4.56, 0.9999969
4.58, 0.9999972
4.60, 0.9999978
4.62, 0.9999980
4.64, 0.9999979
4.66, 0.9999981
4.68, 0.9999985
4.70, 0.9999986
4.72, 0.9999985
4.74, 0.9999987
4.76, 0.9999990
4.78, 0.9999991
4.80, 0.9999990
4.82, 0.9999991
4.84, 0.9999993
4.86, 0.9999994
4.88, 0.9999994
4.90, 0.9999995
4.92, 0.9999994
4.94, 0.9999995
4.96, 0.9999995
4.98, 0.9999996
5.00, 0.9999997
5.02, 0.9999996
5.04, 0.9999997
5.06, 0.9999997
5.08, 0.9999998
5.10, 0.9999997
5.12, 0.9999998
5.14, 0.9999998
5.16, 0.9999998
5.18, 0.9999998
5.20, 0.9999998
5.22, 0.9999999
5.24, 0.9999999
5.26, 0.9999999
5.28, 0.9999999
5.30, 0.9999999
5.32, 0.9999999
5.34, 0.9999999
5.36, 0.9999999
5.38, 0.9999999
5.40, 0.9999999
5.42, 0.9999999
5.44, 0.9999999
5.46, 0.9999999
5.48, 0.9999999
5.50, 0.9999999
5.52, 0.9999999
5.54, 0.9999999
5.56, 0.9999999
5.58, 0.9999999
5.60, 0.9999999
5.62, 0.9999999
5.64, 0.9999999
5.66, 0.9999999
5.68, 0.9999999
5.70, 0.9999999
5.72, 0.9999999
5.74, 0.9999999
5.76, 0.9999999
5.78, 0.9999999
5.80, 0.9999999
5.82, 0.9999999
5.84, 0.9999999
5.86, 0.9999999
5.88, 0.9999999
5.90, 0.9999999
5.92, 0.9999999
5.94, 0.9999999
5.96, 0.9999999
5.98, 0.9999999
6.00, 0.9999999
